train_loss	test_loss
7.0001325607299805	0.008365889079868793
1.360399842262268	0.014722011983394623
0.9741271734237671	0.011385900899767876
0.6586189866065979	0.01736927032470703
0.501470148563385	0.04449515417218208
0.38252753019332886	0.05006423220038414
0.3745540380477905	0.07930798828601837
0.3690636157989502	0.10192209482192993
0.3943248987197876	0.11605359613895416
0.32613375782966614	0.07585100829601288
0.3356782793998718	0.07201280444860458
0.30700427293777466	0.1327911615371704
0.2940029799938202	0.0792446956038475
0.3483096659183502	0.08478669077157974
0.2583746314048767	0.09043886512517929
0.25368258357048035	0.12521766126155853
0.22076569497585297	0.17600014805793762
0.16837893426418304	0.19636952877044678
0.19984276592731476	0.07000721991062164
0.18378692865371704	0.14396148920059204
0.19811345636844635	0.13352562487125397
0.10911116003990173	0.1345967948436737
0.1874547004699707	0.10269410908222198
0.13808536529541016	0.12905244529247284
0.12392204254865646	0.09761324524879456
0.1336696296930313	0.11714095622301102
0.14897577464580536	0.07965458929538727
0.12297039479017258	0.07949857413768768
0.10742641985416412	0.090160071849823
0.11313072592020035	0.06853214651346207
0.11256963014602661	0.07048313319683075
0.09778045862913132	0.07373471558094025
0.10882000625133514	0.06733980774879456
0.08015449345111847	0.07118117809295654
0.09081973135471344	0.05583030730485916
0.1087782010436058	0.04098083823919296
0.10457251220941544	0.05470201373100281
0.09357142448425293	0.07696138322353363
0.09301556646823883	0.05561767518520355
0.07541756331920624	0.053425900638103485
0.08929850161075592	0.045759715139865875
0.08570036292076111	0.05582179129123688
0.1116296648979187	0.05218857526779175
0.07550813257694244	0.04964228719472885
0.07333627343177795	0.04602484777569771
0.0838150680065155	0.04264405369758606
0.06826737523078918	0.046352971345186234
0.07464300841093063	0.03649226576089859
0.0695486068725586	0.029223095625638962
0.059104762971401215	0.036379702389240265
0.05863445997238159	0.024677375331521034
0.055507417768239975	0.036062195897102356
0.08226818591356277	0.03181612491607666
0.06123810261487961	0.02712070941925049
0.054163530468940735	0.027277488261461258
0.04729883372783661	0.04163432866334915
0.0704251080751419	0.03707609698176384
0.0438060462474823	0.030924586579203606
0.05602444335818291	0.021633321419358253
0.053408555686473846	0.029298927634954453
0.06804578006267548	0.016761839389801025
0.055274754762649536	0.024560898542404175
0.05019190162420273	0.017665661871433258
0.05647106096148491	0.022681767120957375
0.03835023567080498	0.017688581719994545
0.03702189028263092	0.0319720096886158
0.04784329608082771	0.0207318477332592
0.050140999257564545	0.014453919604420662
0.051336321979761124	0.023835746571421623
0.03595498949289322	0.01747971959412098
0.04765471816062927	0.021458227187395096
0.045423660427331924	0.02354440465569496
0.041671596467494965	0.0273328498005867
0.04789959639310837	0.03360888361930847
0.05862603336572647	0.020081130787730217
0.06184854358434677	0.024296458810567856
0.04804013669490814	0.022986862808465958
0.030660277232527733	0.018348481506109238
0.04031582921743393	0.029128283262252808
0.04486393183469772	0.021101199090480804
0.05106039345264435	0.019376125186681747
0.05114758387207985	0.017185751348733902
0.044201966375112534	0.022837825119495392
0.04684394598007202	0.021209493279457092
0.04646056517958641	0.019560717046260834
0.035462886095047	0.016285980120301247
0.04637214168906212	0.020252671092748642
0.040064968168735504	0.013730550184845924
0.056578390300273895	0.014238341711461544
0.037221431732177734	0.013673647306859493
0.048957549035549164	0.021773727610707283
0.03495299816131592	0.017650706693530083
0.025223786011338234	0.017244812101125717
0.04710909724235535	0.031099889427423477
0.037518858909606934	0.01399688608944416
0.05402430519461632	0.017818260937929153
0.050524063408374786	0.01856059394776821
0.08154688775539398	0.026085110381245613
0.051264598965644836	0.021042753010988235
0.050186216831207275	0.032716304063797
0.06781982630491257	0.02424706518650055
0.03639356791973114	0.019039032980799675
0.0395633727312088	0.014494199305772781
0.0647265762090683	0.027769185602664948
0.05377800017595291	0.020966626703739166
0.030499501153826714	0.02646716684103012
0.05771684646606445	0.021741144359111786
0.02752160094678402	0.021443258970975876
0.049150366336107254	0.0340571328997612
